
 Lista de Imóveis da Caixa;;Data de geração:;10/06/2024;;;;;;;
 1444407205503 ;SP ;PIRACICABA ;JARDIM ORIENTE ;RUA JOAO GALZERANI, N. 1174, LT 34, QD B ;327.661,44;240.000,00;0.00;Casa, 0.00 de área total, 55.11 de área privativa, 176.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444407205503
 8787707604102 ;SP ;PIRACICABA ;JARDIM ITAPUA ;RUA PEDRO HABECHIAN, N. 20, Apto 106, TORRE 03 ;236.240,50;173.000,00;0.00;Apartamento, 0.00 de área total, 45.99 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787707604102
 8787707240585 ;SP ;PIRACICABA ;VILA SONIA ;RUA LISBOA, N. 400, Apto 401, BL 01 ;171.024,00;125.200,00;0.00;Apartamento, 0.00 de área total, 43.01 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787707240585
 8787704164420 ;SP ;PIRACICABA ;DOIS CORREGOS ;RUA ANTONIO DE MORAES BARROS, N. 264, Apto 404, 3 ANDAR BL 04 ;177.248,51;129.438,77;0.00;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787704164420
 8787701635278 ;SP ;PIRACICABA ;NOVO HORIZONTE ;RUA FRANCISCO APARECIDO DE CAMPOS, N. 121, Apto 13, BL04 1PAV ;183.527,39;133.000,00;0.00;Apartamento, 0.00 de área total, 44.72 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787701635278
 8787708828888 ;SP ;PIRACICABA ;JARDIM ITAPUA ;RUA PEDRO HABECHIAN, N. 20, Apto 110, TORRE 02 ;237.187,70;170.000,00;0.00;Apartamento, 0.00 de área total, 45.99 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787708828888
 8555537706499 ;SP ;PIRACICABA ;SANTA TEREZINHA ;RUA NOSSA SENHORA DO CARMO, N. 505, Apto 104, BL 43 ;253.094,62;180.000,00;0.00;Apartamento, 0.00 de área total, 55.34 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555537706499
 8444424393418 ;SP ;PIRACICABA ;JARDIM SAO FRANCISCO ;RUA RUA 32 ATUAL RUA RENATO PELIO RAMALHO, N. 95, LT 02  QD G1 ;215.016,74;152.500,00;0.00;Terreno, 0.00 de área total, 0.00 de área privativa, 250.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444424393418
 8555538991910 ;SP ;PIRACICABA ;CAMPESTRE ;AVENIDA LARANJAL PAULISTA, N. 3680, Apto 117, TERREO TORRE 01 ;213.757,91;150.000,00;0.00;Apartamento, 0.00 de área total, 45.64 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555538991910
 8555539888705 ;SP ;PIRACICABA ;CAMPESTRE ;AVENIDA LARANJAL PAULISTA, N. 1423, Apto 302, 3 PAV BL 07 ;224.960,53;156.000,00;0.00;Apartamento, 0.00 de área total, 53.46 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555539888705
 8555534031369 ;SP ;PIRACICABA ;NOVA POMPEIA ;AVENIDA POMPEIA, N. 2940, Apto 403, BL 20 ;230.817,43;160.000,00;0.00;Apartamento, 0.00 de área total, 45.95 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555534031369
 8555526404461 ;SP ;PIRACICABA ;JUPIA ;RUA ELIAS FUZARO, N. 200, Apto 22, BL 04 1 ANDAR ;189.796,68;130.000,00;0.00;Apartamento, 0.00 de área total, 52.14 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555526404461
 8555528532491 ;SP ;PIRACICABA ;SANTA TEREZINHA ;RUA NOSSA SENHORA DO CARMO, N. 505, Apto 401, BL 43 ;222.183,19;150.000,00;0.00;Apartamento, 0.00 de área total, 46.59 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555528532491
 8787710580790 ;SP ;PIRACICABA ;CAMPESTRE ;AVENIDA LARANJAL PAULISTA, N. 1155, Apto 31, BL 7 TORRE 3 ;208.006,51;140.000,00;0.00;Apartamento, 0.00 de área total, 46.51 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787710580790
 1033250180873 ;SP ;PIRACICABA ;GLEBAS CALIFORNIA ;ESTRADA DOS MARINS, N. 400, Apto 21, BL 12 ;212.703,52;143.000,00;0.00;Apartamento, 0.00 de área total, 56.07 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1033250180873
 8787706837006 ;SP ;PIRACICABA ;JARDIM SAO FRANCISCO ; A DAS ONDAS, N. 4604, 103, 26 ;238.391,84;160.000,00;0.00;Apartamento, 0.00 de área total, 44.27 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787706837006
 8555539843612 ;SP ;PIRACICABA ;CAMPESTRE ;AVENIDA LARANJAL PAULISTA, N. 3680, Apto 113, TORRE 2 ;206.053,80;136.294,25;0.00;Apartamento, 0.00 de área total, 45.64 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555539843612
 8555539161686 ;SP ;PIRACICABA ;POMPEIA ;AVENIDA RIO DAS PEDRAS, N. 2201, Apto 303, BL 60 ;234.842,59;155.000,00;0.00;Apartamento, 0.00 de área total, 45.95 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555539161686
 8555537611900 ;SP ;PIRACICABA ;CAMPESTRE ;AVENIDA LARANJAL PAULISTA, N. 1423, Apto 401, 3 ANDAR BL 10 ;229.021,26;150.000,00;0.00;Apartamento, 0.00 de área total, 44.27 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555537611900
 8787707892043 ;SP ;PIRACICABA ;JARDIM SAO FRANCISCO ;AVENIDA DAS ONDAS, N. 4604, Apto 104, BL 09 ;215.128,70;140.000,00;0.00;Apartamento, 0.00 de área total, 44.27 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787707892043
 8555539456724 ;SP ;PIRACICABA ;POMPEIA ;AVENIDA RIO DAS PEDRAS, N. 2201, Apto 202, BL 69 ;231.289,77;150.000,00;0.00;Apartamento, 0.00 de área total, 45.95 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555539456724
 8555531445316 ;SP ;PIRACICABA ;SANTA TEREZINHA ;RUA NOSSA SENHORA DO CARMO, N. 505, Apto 203, BLOCO 03 ;230.613,97;149.000,00;0.00;Apartamento, 0.00 de área total, 46.59 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555531445316
 8555536803326 ;SP ;PIRACICABA ;POMPEIA ;AVENIDA RIO DAS PEDRAS, N. 2201, Apto 101,  TERREO BLC 18 VG N 388 ;231.190,46;149.000,00;0.00;Apartamento, 0.00 de área total, 45.95 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555536803326
 8555533927946 ;SP ;PIRACICABA ;NOVA POMPEIA ;AVENIDA POMPEIA, N. 2940, Apto 402, BL 25 ;230.285,99;148.000,00;0.00;Apartamento, 0.00 de área total, 45.95 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 2 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555533927946
 8555535485762 ;SP ;PIRACICABA ;POMPEIA ;AVENIDA RIO DAS PEDRAS, N. 2201, Apto 201, 1 ANDAR, BL 43 ;219.332,42;140.000,00;0.00;Apartamento, 0.00 de área total, 45.95 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555535485762
 8555539309144 ;SP ;PIRACICABA ;CAMPESTRE ;AVENIDA LARANJAL PAULISTA, N. 3680, Apto 316, TORRE 02 ;211.898,00;135.000,00;0.00;Apartamento, 0.00 de área total, 45.64 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555539309144
 8555534591534 ;SP ;PIRACICABA ;JARDIM SAO FRANCISCO ;RUA CRISTIANO MATHIENSEN, N. 450, Apto 403, BL 08 ;255.204,47;160.000,00;0.00;Apartamento, 0.00 de área total, 48.97 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555534591534
 8555538961662 ;SP ;PIRACICABA ;NOVO HORIZONTE ;RUA ZULMIRA FERREIRA DO VALE, N. 1222, Apto 43,  3 ANDAR BLC 20 VG N 331 ;242.718,66;151.000,00;0.00;Apartamento, 0.00 de área total, 44.13 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555538961662
 8555539821686 ;SP ;PIRACICABA ;CAMPESTRE ;AVENIDA LARANJAL PAULISTA, N. 1423, Apto 204, BL 10 ;216.948,73;134.000,00;0.00;Apartamento, 0.00 de área total, 44.27 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555539821686
 8787703886600 ;SP ;PIRACICABA ;LOTEAMENTO KOBAYAT LIBANO ;RUA FRANCISCO APARECIDO DE CAMPOS, N. 121, Apto 33, 3 ANDAR BLC 22 VG N 294 E 295 ;210.818,45;130.000,00;0.00;Apartamento, 0.00 de área total, 44.72 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787703886600
 8787702946056 ;SP ;PIRACICABA ;SERTAOZINHO ;RUA JOAO BATISTA CAMPOS PINTO, N. 216, Apto 64, BL 06 ;279.410,82;171.000,00;0.00;Apartamento, 0.00 de área total, 53.32 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787702946056
 8444424382556 ;SP ;PIRACICABA ;RESIDENCIAL ALTO DA BOA VISTA ;RUA DEZ, N. SN, LT 25 QD 14 ;205.291,25;125.000,00;0.00;Terreno, 0.00 de área total, 0.00 de área privativa, 250.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444424382556
 8555537667442 ;SP ;PIRACICABA ;DAS ONDAS ;RUA CRISTIANO MATHIENSEN, N. 560, Apto 202, BL 9 ;224.806,15;136.000,00;0.00;Apartamento, 0.00 de área total, 44.28 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555537667442
 8555538956480 ;SP ;PIRACICABA ;POMPEIA ;AVENIDA RIO DAS PEDRAS, N. 2201, Apto 301, BLOCO 19 ;248.382,93;149.000,00;0.00;Apartamento, 0.00 de área total, 45.95 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555538956480
 8555532128373 ;SP ;PIRACICABA ;SANTA TEREZINHA ;RUA NOSSA SENHORA DO CARMO, N. 505, Apto 202, BL 10 ;229.278,61;136.000,00;0.00;Apartamento, 0.00 de área total, 46.59 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555532128373
 1444406925782 ;SP ;PIRACICABA ;GLEBAS CALIFORNIA ;AVENIDA DOS MARINS, N. 400, Apto 12, BL 37 ;280.301,67;166.000,00;0.00;Apartamento, 0.00 de área total, 56.07 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444406925782
 8555526991170 ;SP ;PIRACICABA ;NOVA POMPEIA ;AVENIDA POMPEIA, N. 2940, Apto 103, BL 03 ;238.634,24;138.500,00;0.00;Apartamento, 0.00 de área total, 45.95 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555526991170
 8555538466297 ;SP ;PIRACICABA ;CAMPESTRE ;AVENIDA LARANJAL PAULISTA, N. 1423, Apto 104, BL 11 VG 89 ;240.948,06;136.000,00;0.00;Apartamento, 0.00 de área total, 44.27 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555538466297
 8555539077820 ;SP ;PIRACICABA ;JARDIM PARQUE JUPIA ;RUA ELIAS FUZARO, N. 201, Apto 22, BL 9 ;239.103,98;132.000,00;0.00;Apartamento, 0.00 de área total, 44.13 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555539077820
 8555539090517 ;SP ;PIRACICABA ;JARDIM NOVA SUICA ;RUA ZULMIRA FERREIRA DO VALE, N. 1222, Apto 34, BL 01  2 ANDAR ;243.324,83;133.000,00;0.00;Apartamento, 0.00 de área total, 44.13 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555539090517
 8444424875978 ;SP ;PIRACICABA ;VILA INDUSTRIAL ;RUA DOUTOR SEBASTIAO NOGUEIRA LIMA, N. SN, LT 26 QD M ;182.046,43;96.000,00;0.00;Terreno, 0.00 de área total, 0.00 de área privativa, 130.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444424875978
 8555534724992 ;SP ;PIRACICABA ;VALE DO SOL ;RUA PEDRO PAULO CARREGARI, N. 335, Apto 31, BL 8 ;259.930,48;136.898,34;0.00;Apartamento, 0.00 de área total, 49.03 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555534724992
 10005822 ;SP ;PIRACICABA ;JARDIM SAO FRANCISCO ;RUA CRISTIANO MATHIENSEN, N. 364, (CHÁCARA SANTO ANTONIO) ;13.350.646,00;6.700.000,00;0.00;Comercial, 3319.39 de área total, 3319.39 de área privativa, 4516.44 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10005822
 8555507638827 ;SP ;PIRAJU ;JARDIM JURUMIRIM ;RUA ARTHUR JOSE DOS REIS, N. 79, QD S, LT 41-A ;114.950,00;209.000,00;45.00;Casa, 0.00 de área total, 133.70 de área privativa, 268.00 de área do terreno,  4 qto(s), varanda, a.serv, WC, cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555507638827
 1444412327859 ;SP ;PIRAJU ;VILA PARAISO TIBIRIC ;RUA PROFESSORA OTILIA PEREIRA DE FREITAS N 161, N. 161 ;150.000,00;200.000,00;25.00;Casa, 0.00 de área total, 129.50 de área privativa, 250.00 de área do terreno,  2 qto(s), WC, 1 sala(s), 2 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444412327859
 1444416369009 ;SP ;PIRAJUI ;VILA ORTIZ ;RUA ELISIO CHAVES (ANT RUA GOIAS), N. 445, QD 33, LT 05 ;209.400,00;349.000,00;40.00;Casa, 0.00 de área total, 270.00 de área privativa, 968.00 de área do terreno,  4 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444416369009
 8787710367248 ;SP ;PIRANGI ;JARDIM PARAISO ;RUA 13, N. 359, LT 17, QD 20 ;145.000,00;145.000,00;0.00;Casa, 0.00 de área total, 44.55 de área privativa, 160.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787710367248
 8555538555141 ;SP ;PIRAPORA DO BOM JESUS ;CENTRO ;AVENIDA PEDRO SABINO DE BRITO ATUAL RUA JOSE BONIF, N. 43, Apto 21, TORRE 03 ;195.000,00;195.000,00;0.00;Apartamento, 0.00 de área total, 48.16 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555538555141
 10147850 ;SP ;PIRASSUNUNGA ;CENTRO ;RUA DOM PEDRO II, N. 2024, QUADRA 09, LOTES 05 E 06 ;383.500,00;590.000,00;35.00;Casa, 0.00 de área total, 205.90 de área privativa, 600.00 de área do terreno,  3 qto(s), a.serv, WC, 3 sala(s), 1 lavabo(s), cozinha, 2 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10147850
 16966 ;SP ;PIRASSUNUNGA ;PARQUE CLAYTON MALAMAN ;RUA ACACIO DOS SANTOS JUNIOR, N. 801, LOTE 18, QUADRA 13 ;181.541,77;279.295,03;35.00;Casa, 160.42 de área total, 0.00 de área privativa, 250.00 de área do terreno,  4 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=16966
 1444407847190 ;SP ;PIRASSUNUNGA ;JARDIM TREVISO ;RUA ERMINIO VIOTTO NUMERO 531, N. 531 ;123.200,00;176.000,00;30.00;Casa, 0.00 de área total, 65.24 de área privativa, 250.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444407847190
 8444412868467 ;SP ;PIRASSUNUNGA ;VILA GUILHERMINA ;AVENIDA TENENTE OLYMPIO GUIGUER, N. 2307, Apto 402, BLE 3PAV ;185.000,00;185.000,00;0.00;Apartamento, 0.00 de área total, 47.93 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444412868467
 8444419244892 ;SP ;PITANGUEIRAS ;VILA CARONI ;RUA CEARA, N. 681, LT D1 ;121.000,00;121.000,00;0.00;Casa, 0.00 de área total, 52.39 de área privativa, 173.16 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444419244892
 8444427927570 ;SP ;PITANGUEIRAS ;CENTRO ;RUA MARIO MARTINS, N. 224, LT 23 QD C ;165.000,00;165.000,00;0.00;Terreno, 0.00 de área total, 0.00 de área privativa, 200.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444427927570
 8444416520589 ;SP ;POA ;AGUA VERMELHA ;RUA PRIMEIROSARGENTO JOAO LEITE DE GODOY, N. 277, CS 27 ;200.000,00;200.000,00;0.00;Casa, 0.00 de área total, 56.13 de área privativa, 181.16 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444416520589
 8444421169592 ;SP ;POA ;AGUA VERMELHA ;RUA  JOAO PECKNY, N. 125, SOBRADO 47 ;268.000,00;268.000,00;0.00;Casa, 0.00 de área total, 66.00 de área privativa, 55.08 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444421169592
 10143285 ;SP ;POA ;VILA JULIA ;RUA GAGO COUTINHO, N. 169, QD 05, LT A ;1.480.000,00;1.480.000,00;0.00;Galpão, 0.00 de área total, 675.91 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10143285
 1444419612710 ;SP ;POA ;AGUA VERMELHA ;RUA JOAO PEKNY, N. 80, Apto 1204, BL UNICO  TORRE 14 ;249.838,40;245.000,00;0.00;Apartamento, 0.00 de área total, 51.92 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444419612710
 8555505935662 ;SP ;PORTO FELIZ ;JARDIM MARTELLI ;RUA ANGELO GIOVANI MENEGON, N. 37, LOTE 4  QUADRA E ;157.800,00;263.000,00;40.00;Casa, 0.00 de área total, 94.60 de área privativa, 125.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555505935662
 8444415952612 ;SP ;PORTO FERREIRA ;JARDIM RECREIO ;RUA R VALENTIM FRATINI, N. 750, LT 17 QD L ;112.700,00;161.000,00;30.00;Casa, 0.00 de área total, 38.46 de área privativa, 200.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444415952612
